LawaSiteID,Indicator,Units,value_count
lawa-102686,pH,-log[H+],55
lawa-102687,CHLA,mg/m3,72
lawa-102687,ECOLI,#/100 mL,33
lawa-102687,NH4N,mg/L,72
lawa-102687,Secchi,m,71
lawa-102687,TN,mg/m3,72
lawa-102687,TP,mg/m3,72
lawa-102687,pH,-log[H+],56
lawa-102688,CHLA,mg/m3,74
lawa-102688,ECOLI,#/100 mL,35
lawa-102688,NH4N,mg/L,74
lawa-102688,Secchi,m,72
lawa-102688,TN,mg/m3,74
lawa-102688,TP,mg/m3,74
lawa-102688,pH,-log[H+],58
lawa-102689,CHLA,mg/m3,53
lawa-102689,ECOLI,#/100 mL,53
lawa-102689,NH4N,mg/L,53
lawa-102689,Secchi,m,51
lawa-102689,TN,mg/m3,53
lawa-102689,TP,mg/m3,53
lawa-102689,pH,-log[H+],32
lawa-102705,CHLA,mg/m3,50
lawa-102705,CYANOTOT,mm3/L,23
lawa-102705,ECOLI,#/100 mL,37
lawa-102705,NH4N,mg/L,51
lawa-102705,Secchi,m,31
lawa-102705,TN,mg/m3,51
lawa-102705,TP,mg/m3,51
lawa-102705,pH,-log[H+],51
lawa-102706,CHLA,mg/m3,73
lawa-102706,CYANOTOT,mm3/L,24
lawa-102706,ECOLI,#/100 mL,48
lawa-102706,NH4N,mg/L,73
lawa-102706,Secchi,m,51
lawa-102706,TN,mg/m3,74
lawa-102706,TP,mg/m3,74
lawa-102706,pH,-log[H+],87
lawa-102707,CHLA,mg/m3,55
lawa-102707,CYANOTOT,mm3/L,24
lawa-102707,ECOLI,#/100 mL,40
lawa-102707,NH4N,mg/L,61
lawa-102707,Secchi,m,22
lawa-102707,TN,mg/m3,127
lawa-102707,TP,mg/m3,127
lawa-102707,pH,-log[H+],64
lawa-102708,CHLA,mg/m3,34
lawa-102708,CYANOTOT,mm3/L,20
lawa-102708,CYANOTOX,mm3/L,20
lawa-102708,ECOLI,#/100 mL,31
lawa-102708,NH4N,mg/L,34
lawa-102708,TN,mg/m3,34
lawa-102708,TP,mg/m3,34
lawa-102708,pH,-log[H+],20
lawa-102709,CHLA,mg/m3,35
lawa-102709,CYANOTOT,mm3/L,20
lawa-102709,CYANOTOX,mm3/L,20
lawa-102709,ECOLI,#/100 mL,32
lawa-102709,NH4N,mg/L,35
lawa-102709,TN,mg/m3,35
lawa-102709,TP,mg/m3,35
lawa-102709,pH,-log[H+],21
lawa-102710,CHLA,mg/m3,36
lawa-102710,CYANOTOT,mm3/L,16
lawa-102710,CYANOTOX,mm3/L,16
lawa-102710,ECOLI,#/100 mL,33
lawa-102710,NH4N,mg/L,36
lawa-102710,TN,mg/m3,36
lawa-102710,TP,mg/m3,36
lawa-102710,pH,-log[H+],20
lawa-102711,CHLA,mg/m3,36
lawa-102711,CYANOTOT,mm3/L,16
lawa-102711,CYANOTOX,mm3/L,16
lawa-102711,ECOLI,#/100 mL,36
lawa-102711,NH4N,mg/L,36
lawa-102711,TN,mg/m3,36
lawa-102711,TP,mg/m3,36
lawa-102711,pH,-log[H+],22
lawa-102765,CHLA,mg/m3,73
lawa-102765,ECOLI,#/100 mL,35
lawa-102765,NH4N,mg/L,73
lawa-102765,Secchi,m,73
lawa-102765,TN,mg/m3,73
lawa-102765,TP,mg/m3,74
lawa-102765,pH,-log[H+],58
lawa-102882,CHLA,mg/m3,342
lawa-102882,NH4N,mg/L,342
lawa-102882,Secchi,m,338
lawa-102882,TN,mg/m3,533
lawa-102882,TP,mg/m3,342
lawa-103413,CHLA,mg/m3,33
lawa-103413,CYANOTOT,mm3/L,13
lawa-103413,ECOLI,#/100 mL,33
lawa-103413,NH4N,mg/L,33
lawa-103413,Secchi,m,30
lawa-103413,TN,mg/m3,33
lawa-103413,TP,mg/m3,33
lawa-103413,pH,-log[H+],33
lawa-103414,CHLA,mg/m3,36
lawa-103414,CYANOTOT,mm3/L,14
lawa-103414,ECOLI,#/100 mL,35
lawa-103414,NH4N,mg/L,36
lawa-103414,Secchi,m,34
lawa-103414,TN,mg/m3,36
lawa-103414,TP,mg/m3,36
lawa-103414,pH,-log[H+],36
lawa-103415,CHLA,mg/m3,40
lawa-103415,CYANOTOT,mm3/L,18
lawa-103415,ECOLI,#/100 mL,37
lawa-103415,NH4N,mg/L,40
lawa-103415,Secchi,m,40
lawa-103415,TN,mg/m3,40
lawa-103415,TP,mg/m3,40
lawa-103415,pH,-log[H+],40
lawa-103416,CHLA,mg/m3,34
lawa-103416,CYANOTOT,mm3/L,17
lawa-103416,ECOLI,#/100 mL,34
lawa-103416,NH4N,mg/L,34
lawa-103416,Secchi,m,34
lawa-103416,TN,mg/m3,34
lawa-103416,TP,mg/m3,34
lawa-103416,pH,-log[H+],34
lawa-103417,CHLA,mg/m3,17
lawa-103417,CYANOTOT,mm3/L,8
lawa-103417,ECOLI,#/100 mL,17
lawa-103417,NH4N,mg/L,17
lawa-103417,Secchi,m,17
lawa-103417,TN,mg/m3,17
lawa-103417,TP,mg/m3,17
lawa-103417,pH,-log[H+],17
lawa-103418,CHLA,mg/m3,45
lawa-103418,CYANOTOT,mm3/L,18
lawa-103418,ECOLI,#/100 mL,38
lawa-103418,NH4N,mg/L,46
lawa-103418,Secchi,m,40
lawa-103418,TN,mg/m3,46
lawa-103418,TP,mg/m3,46
lawa-103418,pH,-log[H+],46
lawa-103419,CHLA,mg/m3,38
lawa-103419,CYANOTOT,mm3/L,34
lawa-103419,ECOLI,#/100 mL,37
lawa-103419,NH4N,mg/L,37
lawa-103419,Secchi,m,36
lawa-103419,TN,mg/m3,37
lawa-103419,TP,mg/m3,37
lawa-103419,pH,-log[H+],39
lawa-103420,CHLA,mg/m3,30
lawa-103420,CYANOTOT,mm3/L,13
lawa-103420,ECOLI,#/100 mL,29
lawa-103420,NH4N,mg/L,30
lawa-103420,Secchi,m,28
lawa-103420,TN,mg/m3,30
lawa-103420,TP,mg/m3,30
lawa-103420,pH,-log[H+],30
lawa-103421,CHLA,mg/m3,37
lawa-103421,CYANOTOT,mm3/L,18
lawa-103421,ECOLI,#/100 mL,37
lawa-103421,NH4N,mg/L,37
lawa-103421,Secchi,m,37
lawa-103421,TN,mg/m3,37
lawa-103421,TP,mg/m3,37
lawa-103421,pH,-log[H+],37
lawa-103422,CHLA,mg/m3,22
lawa-103422,CYANOTOT,mm3/L,11
lawa-103422,ECOLI,#/100 mL,22
lawa-103422,NH4N,mg/L,22
lawa-103422,Secchi,m,22
lawa-103422,TN,mg/m3,22
lawa-103422,TP,mg/m3,22
lawa-103422,pH,-log[H+],22
lawa-103423,CHLA,mg/m3,33
lawa-103423,CYANOTOT,mm3/L,17
lawa-103423,ECOLI,#/100 mL,33
lawa-103423,NH4N,mg/L,33
lawa-103423,Secchi,m,24
lawa-103423,TN,mg/m3,33
lawa-103423,TP,mg/m3,33
lawa-103423,pH,-log[H+],33
lawa-103424,CHLA,mg/m3,41
lawa-103424,CYANOTOT,mm3/L,19
lawa-103424,ECOLI,#/100 mL,39
lawa-103424,NH4N,mg/L,41
lawa-103424,Secchi,m,39
lawa-103424,TN,mg/m3,41
lawa-103424,TP,mg/m3,41
lawa-103424,pH,-log[H+],41
lawa-103425,CHLA,mg/m3,39
lawa-103425,CYANOTOT,mm3/L,19
lawa-103425,ECOLI,#/100 mL,38
lawa-103425,NH4N,mg/L,39
lawa-103425,Secchi,m,38
lawa-103425,TN,mg/m3,39
lawa-103425,TP,mg/m3,39
lawa-103425,pH,-log[H+],39
lawa-103426,CHLA,mg/m3,37
lawa-103426,CYANOTOT,mm3/L,17
lawa-103426,ECOLI,#/100 mL,37
lawa-103426,NH4N,mg/L,37
lawa-103426,Secchi,m,36
lawa-103426,TN,mg/m3,37
lawa-103426,TP,mg/m3,37
lawa-103426,pH,-log[H+],37
lawa-103427,CHLA,mg/m3,39
lawa-103427,CYANOTOT,mm3/L,19
lawa-103427,ECOLI,#/100 mL,38
lawa-103427,NH4N,mg/L,39
lawa-103427,Secchi,m,36
lawa-103427,TN,mg/m3,39
lawa-103427,TP,mg/m3,39
lawa-103427,pH,-log[H+],39
lawa-103428,CHLA,mg/m3,8
lawa-103428,CYANOTOT,mm3/L,5
lawa-103428,ECOLI,#/100 mL,8
lawa-103428,NH4N,mg/L,8
lawa-103428,Secchi,m,7
lawa-103428,TN,mg/m3,8
lawa-103428,TP,mg/m3,8
lawa-103428,pH,-log[H+],8
lawa-103429,CHLA,mg/m3,35
lawa-103429,CYANOTOT,mm3/L,25
lawa-103429,ECOLI,#/100 mL,35
lawa-103429,NH4N,mg/L,35
lawa-103429,Secchi,m,34
lawa-103429,TN,mg/m3,35
lawa-103429,TP,mg/m3,35
lawa-103429,pH,-log[H+],35
lawa-103430,CHLA,mg/m3,31
lawa-103430,CYANOTOT,mm3/L,17
lawa-103430,ECOLI,#/100 mL,31
lawa-103430,NH4N,mg/L,31
lawa-103430,Secchi,m,28
lawa-103430,TN,mg/m3,31
lawa-103430,TP,mg/m3,31
lawa-103430,pH,-log[H+],31
lawa-103431,CHLA,mg/m3,28
lawa-103431,CYANOTOT,mm3/L,14
lawa-103431,ECOLI,#/100 mL,28
lawa-103431,NH4N,mg/L,28
lawa-103431,Secchi,m,26
lawa-103431,TN,mg/m3,28
lawa-103431,TP,mg/m3,28
lawa-103431,pH,-log[H+],28
lawa-103432,CHLA,mg/m3,34
lawa-103432,CYANOTOT,mm3/L,18
lawa-103432,ECOLI,#/100 mL,33
lawa-103432,NH4N,mg/L,34
lawa-103432,Secchi,m,34
lawa-103432,TN,mg/m3,34
lawa-103432,TP,mg/m3,34
lawa-103432,pH,-log[H+],34
lawa-103433,CHLA,mg/m3,37
lawa-103433,CYANOTOT,mm3/L,16
lawa-103433,ECOLI,#/100 mL,37
lawa-103433,NH4N,mg/L,37
lawa-103433,Secchi,m,37
lawa-103433,TN,mg/m3,37
lawa-103433,TP,mg/m3,37
lawa-103433,pH,-log[H+],37
lawa-103434,CYANOTOT,mm3/L,13
lawa-103435,CHLA,mg/m3,38
lawa-103435,CYANOTOT,mm3/L,17
lawa-103435,ECOLI,#/100 mL,38
lawa-103435,NH4N,mg/L,38
lawa-103435,Secchi,m,38
lawa-103435,TN,mg/m3,38
lawa-103435,TP,mg/m3,38
lawa-103435,pH,-log[H+],38
lawa-103436,CHLA,mg/m3,37
lawa-103436,CYANOTOT,mm3/L,17
lawa-103436,ECOLI,#/100 mL,36
lawa-103436,NH4N,mg/L,37
lawa-103436,Secchi,m,37
lawa-103436,TN,mg/m3,37
lawa-103436,TP,mg/m3,37
lawa-103436,pH,-log[H+],37
lawa-103437,CHLA,mg/m3,21
lawa-103437,CYANOTOT,mm3/L,7
lawa-103437,ECOLI,#/100 mL,21
lawa-103437,NH4N,mg/L,21
lawa-103437,Secchi,m,20
lawa-103437,TN,mg/m3,21
lawa-103437,TP,mg/m3,21
lawa-103437,pH,-log[H+],21
lawa-103482,CHLA,mg/m3,7
lawa-103482,ECOLI,#/100 mL,139
lawa-103482,NH4N,mg/L,23
lawa-103482,TN,mg/m3,23
lawa-103482,TP,mg/m3,23
lawa-103482,pH,-log[H+],22
lawa-103494,ECOLI,#/100 mL,16
lawa-103569,CHLA,mg/m3,58
lawa-103569,CYANOTOT,mm3/L,9
lawa-103569,CYANOTOX,mm3/L,9
lawa-103569,ECOLI,#/100 mL,58
lawa-103569,NH4N,mg/L,58
lawa-103569,Secchi,m,32
lawa-103569,TN,mg/m3,58
lawa-103569,TP,mg/m3,58
lawa-103569,pH,-log[H+],58
nrc-00071,CHLA,mg/m3,66
nrc-00071,ECOLI,#/100 mL,6
nrc-00071,NH4N,mg/L,64
nrc-00071,Secchi,m,64
nrc-00071,TN,mg/m3,68
nrc-00071,TP,mg/m3,68
nrc-00071,pH,-log[H+],66
nrc-00072,CHLA,mg/m3,65
nrc-00072,ECOLI,#/100 mL,6
nrc-00072,NH4N,mg/L,62
nrc-00072,Secchi,m,63
nrc-00072,TN,mg/m3,65
nrc-00072,TP,mg/m3,65
nrc-00072,pH,-log[H+],64
nrc-00073,CHLA,mg/m3,70
nrc-00073,ECOLI,#/100 mL,18
nrc-00073,NH4N,mg/L,70
nrc-00073,Secchi,m,69
nrc-00073,TN,mg/m3,72
nrc-00073,TP,mg/m3,68
nrc-00073,pH,-log[H+],69
nrc-00074,CHLA,mg/m3,53
nrc-00074,ECOLI,#/100 mL,6
nrc-00074,NH4N,mg/L,56
nrc-00074,Secchi,m,53
nrc-00074,TN,mg/m3,56
nrc-00074,TP,mg/m3,55
nrc-00074,pH,-log[H+],54
nrc-00075,CHLA,mg/m3,75
nrc-00075,ECOLI,#/100 mL,19
nrc-00075,NH4N,mg/L,76
nrc-00075,Secchi,m,76
nrc-00075,TN,mg/m3,77
nrc-00075,TP,mg/m3,77
nrc-00075,pH,-log[H+],74
nrc-00076,CHLA,mg/m3,72
nrc-00076,ECOLI,#/100 mL,19
nrc-00076,NH4N,mg/L,72
nrc-00076,Secchi,m,71
nrc-00076,TN,mg/m3,76
nrc-00076,TP,mg/m3,76
nrc-00076,pH,-log[H+],75
nrc-00077,CHLA,mg/m3,54
nrc-00077,ECOLI,#/100 mL,2
nrc-00077,NH4N,mg/L,53
nrc-00077,Secchi,m,55
nrc-00077,TN,mg/m3,54
nrc-00077,TP,mg/m3,52
nrc-00077,pH,-log[H+],55
nrc-00078,CHLA,mg/m3,72
nrc-00078,ECOLI,#/100 mL,19
nrc-00078,NH4N,mg/L,74
nrc-00078,Secchi,m,74
nrc-00078,TN,mg/m3,76
nrc-00078,TP,mg/m3,76
nrc-00078,pH,-log[H+],74
nrc-00079,CHLA,mg/m3,75
nrc-00079,ECOLI,#/100 mL,18
nrc-00079,NH4N,mg/L,75
nrc-00079,Secchi,m,75
nrc-00079,TN,mg/m3,76
nrc-00079,TP,mg/m3,76
nrc-00079,pH,-log[H+],76
nrc-00080,CHLA,mg/m3,61
nrc-00080,ECOLI,#/100 mL,4
nrc-00080,NH4N,mg/L,62
nrc-00080,Secchi,m,60
nrc-00080,TN,mg/m3,64
nrc-00080,TP,mg/m3,64
nrc-00080,pH,-log[H+],63
nrc-00081,CHLA,mg/m3,64
nrc-00081,ECOLI,#/100 mL,6
nrc-00081,NH4N,mg/L,62
nrc-00081,Secchi,m,64
nrc-00081,TN,mg/m3,66
nrc-00081,TP,mg/m3,66
nrc-00081,pH,-log[H+],65
nrc-00082,CHLA,mg/m3,75
nrc-00082,ECOLI,#/100 mL,19
nrc-00082,NH4N,mg/L,75
nrc-00082,Secchi,m,74
nrc-00082,TN,mg/m3,75
nrc-00082,TP,mg/m3,75
nrc-00082,pH,-log[H+],76
nrc-00083,CHLA,mg/m3,64
nrc-00083,ECOLI,#/100 mL,6
nrc-00083,NH4N,mg/L,62
nrc-00083,Secchi,m,64
nrc-00083,TN,mg/m3,65
nrc-00083,TP,mg/m3,65
nrc-00083,pH,-log[H+],65
nrc-00084,CHLA,mg/m3,62
nrc-00084,ECOLI,#/100 mL,18
nrc-00084,NH4N,mg/L,60
nrc-00084,Secchi,m,63
nrc-00084,TN,mg/m3,64
nrc-00084,TP,mg/m3,60
nrc-00084,pH,-log[H+],63
nrc-00085,CHLA,mg/m3,64
nrc-00085,ECOLI,#/100 mL,6
nrc-00085,NH4N,mg/L,62
nrc-00085,Secchi,m,63
nrc-00085,TN,mg/m3,64
nrc-00085,TP,mg/m3,64
nrc-00085,pH,-log[H+],64
nrc-00086,CHLA,mg/m3,73
nrc-00086,ECOLI,#/100 mL,19
nrc-00086,NH4N,mg/L,71
nrc-00086,Secchi,m,70
nrc-00086,TN,mg/m3,75
nrc-00086,TP,mg/m3,75
nrc-00086,pH,-log[H+],74
nrc-00087,CHLA,mg/m3,79
nrc-00087,ECOLI,#/100 mL,19
nrc-00087,NH4N,mg/L,80
nrc-00087,Secchi,m,78
nrc-00087,TN,mg/m3,81
nrc-00087,TP,mg/m3,81
nrc-00087,pH,-log[H+],79
nrc-00088,CHLA,mg/m3,61
nrc-00088,ECOLI,#/100 mL,6
nrc-00088,NH4N,mg/L,60
nrc-00088,Secchi,m,62
nrc-00088,TN,mg/m3,61
nrc-00088,TP,mg/m3,61
nrc-00088,pH,-log[H+],64
nrc-00089,CHLA,mg/m3,76
nrc-00089,ECOLI,#/100 mL,18
nrc-00089,NH4N,mg/L,76
nrc-00089,Secchi,m,75
nrc-00089,TN,mg/m3,76
nrc-00089,TP,mg/m3,76
nrc-00089,pH,-log[H+],78
nrc-00090,CHLA,mg/m3,79
nrc-00090,ECOLI,#/100 mL,19
nrc-00090,NH4N,mg/L,80
nrc-00090,Secchi,m,78
nrc-00090,TN,mg/m3,81
nrc-00090,TP,mg/m3,81
nrc-00090,pH,-log[H+],79
nrc-00091,CHLA,mg/m3,68
nrc-00091,ECOLI,#/100 mL,17
nrc-00091,NH4N,mg/L,67
nrc-00091,Secchi,m,67
nrc-00091,TN,mg/m3,69
nrc-00091,TP,mg/m3,68
nrc-00091,pH,-log[H+],66
nrc-00092,CHLA,mg/m3,63
nrc-00092,ECOLI,#/100 mL,5
nrc-00092,NH4N,mg/L,63
nrc-00092,Secchi,m,63
nrc-00092,TN,mg/m3,65
nrc-00092,TP,mg/m3,65
nrc-00092,pH,-log[H+],66
nrc-00093,CHLA,mg/m3,74
nrc-00093,ECOLI,#/100 mL,17
nrc-00093,NH4N,mg/L,74
nrc-00093,Secchi,m,72
nrc-00093,TN,mg/m3,75
nrc-00093,TP,mg/m3,75
nrc-00093,pH,-log[H+],74
nrc-00094,CHLA,mg/m3,47
nrc-00094,ECOLI,#/100 mL,6
nrc-00094,NH4N,mg/L,50
nrc-00094,Secchi,m,53
nrc-00094,TN,mg/m3,52
nrc-00094,TP,mg/m3,52
nrc-00094,pH,-log[H+],52
nrc-00096,CHLA,mg/m3,73
nrc-00096,ECOLI,#/100 mL,17
nrc-00096,NH4N,mg/L,73
nrc-00096,Secchi,m,71
nrc-00096,TN,mg/m3,74
nrc-00096,TP,mg/m3,74
nrc-00096,pH,-log[H+],73
orc-00027,CHLA,mg/m3,166
orc-00027,ECOLI,#/100 mL,176
orc-00027,NH4N,mg/L,169
orc-00027,TN,mg/m3,169
orc-00027,TP,mg/m3,205
orc-00027,pH,-log[H+],148
orc-00028,CHLA,mg/m3,117
orc-00028,ECOLI,#/100 mL,118
orc-00028,NH4N,mg/L,118
orc-00028,TN,mg/m3,116
orc-00028,TP,mg/m3,128
orc-00028,pH,-log[H+],96
orc-00031,CHLA,mg/m3,84
orc-00031,NH4N,mg/L,85
orc-00031,TN,mg/m3,84
orc-00031,TP,mg/m3,85
orc-00031,pH,-log[H+],79
orc-00033,CHLA,mg/m3,72
orc-00033,ECOLI,#/100 mL,72
orc-00033,NH4N,mg/L,73
orc-00033,TN,mg/m3,72
orc-00033,TP,mg/m3,73
orc-00033,pH,-log[H+],71
orc-00034,CHLA,mg/m3,126
orc-00034,ECOLI,#/100 mL,138
orc-00034,NH4N,mg/L,144
orc-00034,TN,mg/m3,144
orc-00034,TP,mg/m3,143
orc-00034,pH,-log[H+],131
orc-00035,CHLA,mg/m3,163
orc-00035,ECOLI,#/100 mL,197
orc-00035,NH4N,mg/L,198
orc-00035,TN,mg/m3,198
orc-00035,TP,mg/m3,198
orc-00035,pH,-log[H+],167
orc-00036,CHLA,mg/m3,113
orc-00036,NH4N,mg/L,117
orc-00036,TN,mg/m3,117
orc-00036,TP,mg/m3,117
orc-00036,pH,-log[H+],107
orc-00037,CHLA,mg/m3,114
orc-00037,ECOLI,#/100 mL,116
orc-00037,NH4N,mg/L,119
orc-00037,TN,mg/m3,117
orc-00037,TP,mg/m3,130
orc-00037,pH,-log[H+],92
orc-00038,CHLA,mg/m3,114
orc-00038,ECOLI,#/100 mL,119
orc-00038,NH4N,mg/L,120
orc-00038,TN,mg/m3,117
orc-00038,TP,mg/m3,129
orc-00038,pH,-log[H+],97
trc-00051,CHLA,mg/m3,75
trc-00051,ECOLI,#/100 mL,31
trc-00051,NH4N,mg/L,76
trc-00051,Secchi,m,76
trc-00051,TN,mg/m3,76
trc-00051,TP,mg/m3,76
trc-00051,pH,-log[H+],147
trc-00053,CHLA,mg/m3,74
trc-00053,ECOLI,#/100 mL,30
trc-00053,NH4N,mg/L,77
trc-00053,Secchi,m,76
trc-00053,TN,mg/m3,76
trc-00053,TP,mg/m3,77
trc-00053,pH,-log[H+],147
wcrc-00064,CHLA,mg/m3,186
wcrc-00064,ECOLI,#/100 mL,25
wcrc-00064,NH4N,mg/L,187
wcrc-00064,Secchi,m,181
wcrc-00064,TN,mg/m3,186
wcrc-00064,TP,mg/m3,186
wcrc-00064,pH,-log[H+],83
wcrc-00065,CHLA,mg/m3,109
wcrc-00065,NH4N,mg/L,110
wcrc-00065,Secchi,m,170
wcrc-00065,TN,mg/m3,111
wcrc-00065,TP,mg/m3,111
wcrc-00065,pH,-log[H+],42
wcrc-00067,CHLA,mg/m3,75
wcrc-00067,ECOLI,#/100 mL,12
wcrc-00067,NH4N,mg/L,75
wcrc-00067,Secchi,m,77
wcrc-00067,TN,mg/m3,75
wcrc-00067,TP,mg/m3,75
